@relation cofacts-2-categories_above100
@attribute Text string
@attribute class-att {RUMOR,NOT_RUMOR}

@data
'緊急 提醒 鞋 鞋 鞋 重要 事情 說 三遍 鐘 南山 院士 今天 緊急 公開 一項 最新 醫學 發現 此次 新冠 肺炎 病人 糞 尿 唾液 中均 檢測 大量 病毒 糞口 傳播 成為 新冠 肺炎 區別 非典 SARS 一個 重大 特徵 新冠 肺炎 傳染性 強大 隱蔽 需要 高度 警惕 這次 接觸 可視 病人 防護 重點 放在 口罩 護目鏡 手套 回家 洗手 洗澡 明顯 防護 不夠 輕視 一個 比口 手 隱蔽 危險 部位 腳 知道 病毒 攜帶者 吐痰 嘔吐 大小便 遠離 人群 沒事 上過 一趟 公廁 腳下 踩過 病人 吐 痰 便溺 已經 踏上 一顆 定時炸彈 攜帶 病毒 鞋 一起 回家 後 一人 回家 全家 遭殃 再次 強烈建議 呼籲 盡量 外出 溜達 出門 工作 購物 後 進 門前 鞋 一定 嚴格 噴灑 消毒水 並與 居室 隔離 做好 個人衛生 家裡還 需要 每天 噴灑 一次 消毒劑 以上 內容 是鐘 南山 研究 小組 發現 對此 新 啓發 尤其 養狗 人們 注意 外出 小狗 地上 舔 病毒感染者 吐 唾液 小 爪 踩踏 感染 唾液 狗 糞便 人們 踩踏 踩踏 帶回 家中 無形 給家裡 帶來 不必要 炸彈 越演 越烈 奉勸 沒事 出門 尤其 晚上 家人 帶來 不必要 麻煩',RUMOR
'LINE TODAY 健康 LINE 使用 LINE 輕鬆 方便 查看 最新 新聞 close 超 簡單 自測 法 一隻 手指頭 知道 血管 阻塞 Heho 健康 陳 亦 云 發布 時間 2019 年 月 18 日 11 13 更新 時間 2019 年 月 18 日 15 25 LINE facebook 2529 25 See detail 時序 正值 冬季 全 台 陸續 出現 低溫 天氣 正是 腦中風 心肌梗塞 等腦 心血管 疾病 好發 季節 疾病 主要 導因 包括 血栓 在內 血管 阻塞 問題 血管 阻塞 一種 漸進式 慢性 疾病 初期 症狀 往往 查覺 嚴重 阻塞 時 已經 發生 臨床 症狀 危及 生命 30 歲 以後 血管 阻塞 問題 一般而言 人類 30 歲 之後 血管 斑塊 變大 速度 加快 再 現代人 工作 越來越 勞累 吃 越來越 健康 運動 越來越少 中 加速 血管 衰老 損壞 年過 30 歲 之後 人 血管 家中 廚房 水槽 裡用 久 排水管 管道 內壁 就要 結垢 生鏽 逐漸 導致 管道 阻塞 無法 通暢 排水 血液 中 水垢 指 膽固醇 三酸 甘油酯 高密度 蛋白質 血管 壁上 越積越 形成 如同 黃色 小米粥 樣 斑塊 久而久之 使 血管 壁 彈力 下降 血液 流動 受阻 最終 缺血 引發 心 腦血管 疾病 血管 阻塞 率 70% 以下 症狀 前面 所說 人體 血管 損壞 阻塞 一個 緩慢 漸進 過程 醫界 普遍 說法 血管 阻塞 比率 低於 70% 前 症狀 定期 測量 血壓 抽血 進行 總 膽固醇 三酸 甘油酯 數值 檢測 進行 電腦 斷層 掃 瞄 影像 醫學 檢測 之外 人 很難 查覺 血管 健康狀況 教 種 簡易 自測 血管 健康 程度 方法 現在 專科 醫師 提供 種 簡易 方式 自我 檢測 血管 是否 真的 阻塞 一種 只 需要 動 一根 手指頭 直接 測出 血管 是否 阻塞 手指 輕按 腳掌 正上方 中間 血管 人 知道 手腕 部份 摸 脈搏 人 腳部 一個 部位 明顯 感受 脈搏 位置 腳背 正中 最高點 動脈血 正常 人 輕輕 觸摸 感受 脈搏 跳動 下肢 動脈 阻塞 輕度 堵塞 人 來說 平時 清楚 摸 腳部 位置 脈搏 代表 動脈 血 一直 通到 腳 背部 連續 幾次 走 一段路 之後 再 觸摸 腳背 正上方 這條 血管 卻 感受 不到 脈搏 跳動 跳動 微弱 代表 發生 動脈血 堵塞 問題 檢查 手背 腿部 腳背 是否 青筋 暴露 人常 說 青筋 暴露 青筋 筋 人體 皮下 看見 靜脈 血管 靜脈 血液 回流 受阻 壓力 升高 時 青筋 凸起 包括 手部 腿部 腳背 青筋 暴露 通常 比較 容易 出現 體形 較瘦 人 常見 下肢 靜脈曲張 腿 青筋 外觀 問題 臨床 研究 靜脈曲張 患者 罹患 深層 靜脈 栓塞 機率 人 5.3 倍 罹患 肺栓塞 周邊 動脈 疾病 機率 分別 人 1.73 倍 1.72 倍 緊握拳頭 30 秒 張開 手 手掌 顏色 握緊拳頭 30 秒 之後 手掌 皮膚 顏色 泛白 鬆開 拳頭 後 秒 手掌 恢復 正常 膚色 代表 心臟 血管 彈性 好 嚴重 阻塞 問題 指尖 很快 變回 紅色 代表 血壓 狀況 正常 要花 秒 以上 恢復 原來 膚色 代表 血管 彈性 不好 就要 當心 是不是 動脈 阻塞 硬化 情況 經常性 頭暈 頭痛 血管 容易 腦部 阻塞 大腦 中 血管 較細 大腦 中 血管 阻塞 時 容易 導致 血流 暢 腦部 供血 不足 缺氧 症狀 嚴重 時 還會 引起 腦出血 腦梗塞 重大 疾病 腦缺氧 非常容易 出現 頭暈 頭痛 注意力 集中 症狀 有時 還會 伴隨 抽搐 昏迷 症狀 加入 Heho 健康 LINE 好友 健康 知識 不錯 延伸 閱讀 當心 額頭 耳垂 皺紋 心血管 疾病 徵兆 冬天 預防 心血管 疾病 類 食物 避免 血管 阻塞 應該 改成 地中海 型 飲食習慣 文 陳 亦 云 圖 許嘉真 查看 原始 文章 2529 LINE facebook 健康 相關 文章 必學 超 神奇 十字 固定 法 搞定 屁孩 刷牙 種 方法 MamiBuy 媽咪 拜 胃痙攣 常見 原因 健談 網 糖尿病 前期 第一 警訊 胰島素 升高 黃 耆 陳 皮 茶 飲控 血糖 逆轉 華人 健康網 身體 常見 小 問題 一次 整理 告訴 Heho 健康 寒流 四肢 變成 冰棒 教 招 手腳 冰冷 說 掰掰 Heho 健康 Heho 健康 查看 猜 喜歡 26 華為 推折疊 手機 一支 更貴 開價 台幣 八萬 中國 廣播公司 理財 27 奧斯卡 奧莉薇 雅演 安妮 女王 奪 影后 難以置信 這太 搞笑 中時 電子報 電影 28 脂肪肝 動脈硬化 第一步 肝臟 科 醫師 清 血液 好食 Top5 早安 健康 健康 29 子宮 肌瘤 飲食 注意 高纖 低脂 減少 危害 健康 醫療網 健康 30 13 億人 不敢 玩 還願 Steam 版 銷量 暴漲 合作 團隊 聲援 赤燭 遊戲 遊戲基地 遊戲 俄羅斯 方塊 世界冠軍 神手速 網友 跪 三立 新聞網 生活 模特兒 失業 虛擬 超模 旋風 襲 捲 時尚 圈 TVBS 國際 手機 充電 突 爆炸 新北 男 浴血 逃命 嚴重 燒傷 送醫 EBC 東森 新聞 國內 健全 台股 金管會 祭 措施 引進 基石 投資人 制度 NOWnews 今日 新聞 理財 紙箱 變身 攝影棚 原來 攝錄 文物 簡單 台灣 好 新聞 生活 家中 長輩 健康檢查 預約 免費 名額 NOWnews 今日 新聞 生活 銀行 衝刺 財管 銀行 財管 吹 團購 風 一銀 推財管 家庭 制 迎戰 民營 行庫 搶高 資產 戶 鉅 亨網 理財 特 搜 爆款 法式 瀏海 八字 瀏海 蛋 捲 瀏海 造型 重點 加碼 分享 小臉 瀏海 款式 beauty 美人圈 玩 時尚 身體 常見 小 問題 一次 整理 告訴 Heho 健康 健康 10 內臟 給的 警訊 種 皮膚 顏色 癌症 徵兆 Heho 健康 健康 11 夜間 違法 傾倒 廢棄物 警 調閱 監視器 逮人 勁報 國內 12 訂 完位 後 神隱 餐廳 防奧客 詐騙 一套 民視 新聞網 國內 13 預防 肌少 症別 只健 走 阻力 運動 不可 少 優活 健康網 健康 14 柯 韓將 參選 2020 驚 曝 2019 台灣 政壇 最大 變數 NOWnews 今日 新聞 國內 15 居家 除臭 除濕 小 幫手 小 蘇打粉 好用 Heho 生活 生活 16 紅 皮膚 癌症 更要 擔心 自體 免疫 疾病 Heho 健康 健康 17 斑馬 黑白 條紋 地球 圖輯隊 國際 18 惡 房東 退散 住宅 轉租 新制 月 上路 Mobile01 宅 品味 19 沖繩 公投 成 民意 說 No 有用嗎 駐日 美軍基地 遷移 案 安倍 公投 改變 風傳 媒 國際 20 脂漏 性 毛囊炎 掉 髮 當心 年節 高熱量 飲食 復發 NOWnews 今日 新聞 生活 21 美 台 研究 皆 發現 心臟病 提前 報到 顧 心臟 此事 做起 康健 雜誌 健康 22 台灣 人 韓國 自駕遊 有譜 台 韓擬 相互 承認 國際 駕照 台灣 好 新聞 生活 23 黑嘉嘉 棋賽 獲 季軍 55 萬 獎金 入袋 鏡 週刊 娛樂 24 胸背 撕裂 劇痛 速 就醫 主動脈 剝離 致命 優活 健康網 健康 25 維持 標準 體重 十多年 新陳代謝 科 醫師 透露 發胖 秘訣 康健 雜誌 健康 26 華為 推折疊 手機 一支 更貴 開價 台幣 八萬 中國 廣播公司 理財 27 奧斯卡 奧莉薇 雅演 安妮 女王 奪 影后 難以置信 這太 搞笑 中時 電子報 電影 28 脂肪肝 動脈硬化 第一步 肝臟 科 醫師 清 血液 好食 Top5 早安 健康 健康 29 子宮 肌瘤 飲食 注意 高纖 低脂 減少 危害 健康 醫療網 健康 30 13 億人 不敢 玩 還願 Steam 版 銷量 暴漲 合作 團隊 聲援 赤燭 遊戲 遊戲基地 遊戲 俄羅斯 方塊 世界冠軍 神手速 網友 跪 三立 新聞網 生活 模特兒 失業 虛擬 超模 旋風 襲 捲 時尚 圈 TVBS 國際 手機 充電 突 爆炸 新北 男 浴血 逃命 嚴重 燒傷 送醫 EBC 東森 新聞 國內 健全 台股 金管會 祭 措施 引進 基石 投資人 制度 NOWnews 今日 新聞 理財 紙箱 變身 攝影棚 原來 攝錄 文物 簡單 台灣 好 新聞 生活 前往 健康 新聞 前往 首頁 留言 25 Refresh info 手機 版 LINE 篇文章 留言 熱門 最 關注 最新 呂小豪 新聞 好 真的 報 藍綠 高興 腦袋 真的 剩 意識形態 可悲 好 02 月 18 日 15 20 回覆 324 17 宏銘 懂 教個 簡易 自測 法 一堆 人 玻璃 心碎 真的 腳背 脈搏 摸不到 醫院 檢查 玻璃 心碎 預防 中風 效果 02 月 18 日 15 10 回覆 208 12 Jessica Yang 希望 多點 健康 報導 上述 測試 方式 過關 👍 02 月 18 日 15 47 回覆 162 Fine snow 平安 02 月 18 日 15 32 回覆 90 Chieh 🎵 青筋 部分 比較 看不懂 了解 偏瘦 青筋 這點 有點 分辨 02 月 18 日 16 59 回覆 63 顯示 全部 最 留言 11 奧斯卡 開天窗 安海瑟薇 走紅 毯前 靠北 三立 新聞網 54 18 12 誇獎 容易 不好意思 星座 BluesBear 星座 小熊 13 日職 王柏融 春訓 表現 超狂 日媒 直呼 恐怖 大王 自由電子 報 10 14 種 冰箱 常客 越冰 越毒 雞蛋 巧克力 不行 TVBS38 15 預計 今年 月 交通部 補助 計程車 汰舊換新 最高 新台幣 35 萬元 小七車 觀點 負債 千億 兩個 月還 百億 高雄 真實 債務 曝光 網友 全酸爆 NOWnews 今日 新聞 514 334 譏蔡 英文 長相 抱歉 三八 女星 光速 刪文 NOWnews 今日 新聞 43 392 民生 社區 爆 招租 淪 恐 淪下 一個 東區 三立 新聞網 150 174 寶媽 拒 受助 帶孩 乞討 一天 賺近 萬元 三立 新聞網 74 86 收購價 剩 10 元 蕉農 韓國 瑜 下台 三立 新聞網 15 72 太 恐怖 早餐 店前 員工 曝 五大 超 噁 真相 三立 新聞網 97 76 好 想見 詹皇 周杰倫 卻 湖人 公關 拒絕 碰面 偕 昆凌 冠希到 球場 動網 25 華為 最新 折疊機 要價 破 萬 網友 機車 放 口袋 概念 新 頭殼 13 13 億人 不敢 玩 還願 Steam 版 銷量 暴漲 合作 團隊 聲援 赤燭 遊戲 遊戲基地 11 11 10 土包子 照過來 全 台 不可 不知 排隊 肉包 店 原來 新 頭殼 12 11 奧斯卡 開天窗 安海瑟薇 走紅 毯前 靠北 三立 新聞網 54 18 12 誇獎 容易 不好意思 星座 BluesBear 星座 小熊 13 日職 王柏融 春訓 表現 超狂 日媒 直呼 恐怖 大王 自由電子 報 10 14 種 冰箱 常客 越冰 越毒 雞蛋 巧克力 不行 TVBS38 15 預計 今年 月 交通部 補助 計程車 汰舊換新 最高 新台幣 35 萬元 小七車 觀點 負債 千億 兩個 月還 百億 高雄 真實 債務 曝光 網友 全酸爆 NOWnews 今日 新聞 514 334 譏蔡 英文 長相 抱歉 三八 女星 光速 刪文 NOWnews 今日 新聞 43 392 民生 社區 爆 招租 淪 恐 淪下 一個 東區 三立 新聞網 150 174 寶媽 拒 受助 帶孩 乞討 一天 賺近 萬元 三立 新聞網 74 86 收購價 剩 10 元 蕉農 韓國 瑜 下台 三立 新聞網 15 72 最新消息 子宮 脫垂 預防 招 運動 陰道 緊 回來 MamiBuy 媽咪 拜 再 吃 最傷 孩子 種 早餐 MamiBuy 媽咪 拜 必學 超 神奇 十字 固定 法 搞定 屁孩 刷牙 種 方法 MamiBuy 媽咪 拜 小孩 便祕 兩大 高峰期 飲食 壓力 招解 祕 MamiBuy 媽咪 拜 咖 亞 斯伯格 症三大 特質 請 相處 MamiBuy 媽咪 拜 小兒 蕁麻疹 原因 治療 10 過敏原 一次 瞭解 MamiBuy 媽咪 拜 身體 常見 小 問題 一次 整理 告訴 Heho 健康 百大 名醫 愛 下廚 抗癌 好菜 料理 劉博仁 醫師 名醫 餐桌 早安 健康 影音 百大 名醫 愛 下廚 抗癌 好菜 料理 劉博仁 醫師 名醫 餐桌 早安 健康 驚 油切 綠茶 減肥 綠茶 喝錯 反變 胖 解鎖 正確 綠茶 飲用 方法 里帆 不煩 糖友染 肺炎 口乾 血糖 升高 症狀 難辨 優活 健康網 內臟 給的 警訊 種 皮膚 顏色 癌症 徵兆 Heho 健康 想要 遠離 心血管 疾病 補充 種 維生素 Heho 健康 兒童 一口氣 話 說不完 罹 罕見 擴張性 心肌病 健康 醫療網 說 年輕人 眉壓眼 追求 亮麗 美要 治本 台灣 好 新聞 好好 呼吸 重要 調整 呼吸 方式 帶來 種 好處 Heho 生活 紅 皮膚 癌症 更要 擔心 自體 免疫 疾病 Heho 健康 預防 肌少 症別 只健 走 阻力 運動 不可 少 優活 健康網',RUMOR
'癌症 终于 破解 十万火急 马铃薯 生汁 疗法 临床试验 例子 马铃薯 生汁 疗法 不仅 治癌 也治好 人 肝脏 病 糖尿病 胃溃疡 肾病 心脏病 高血压 腰痛 肩膀 痛等病 还有 各式各样 疾病 治愈 患者 陆续 出现 正 慢性病 所苦 人 请 务必 尝试 马铃薯 生汁 疗法 完全 没有 副作用 恢复 体力 提高 自然 治愈 力 实在 一种 高 营养 食品 长期 持续 疗法 具有 抑制 癌细胞 神奇 力量 马铃薯 生汁 疗法 没有 危险 任何人 实行 极 短时间 内 实际 感受 效果 患部 痛感 人 喝过 一至 二周 痛感 会 逐渐 减轻 没有 痛感 持续 一些 时间 食欲 随即 增加 血色 好转 体力 渐渐 恢复 马铃薯 生汁 制作方法 第一次 准备 马铃薯 分量 大个 三个 小 四个 马铃薯 清洗 干净 然后 去除 马铃薯 长芽 部分 注意 发芽 土豆 青色 块茎 肉 含 龙葵 碱 可使 人 中毒 产生 严重 胃肠炎 症状 时须 谨防 再 连皮 一起 去皮 擦 菜 板擦 碎 擦 完后 裹入 干净 纱布 孔 较 棉质 麻布 内 用力 挤出 汁 来 用力 挤出 汁 来 一次 挤出 一杯 大约 180 200ml 生汁 注意 生汁 挤出 后要 喝完 每天 坚持 连服 两周 治疗 见效 见效 后 继续 持续 服用',RUMOR
'已经 定名 为 SARI 确定 SARS 进化 病毒 致病 机理 完全相同 病毒 进入 人体 后 干扰 免疫系统 让 免疫系统 误认为 肺 细胞 外来 物 从而 发起 进攻 病人 免疫系统 杀死 目前 市面上 所有 药物 无效 采用 与 SARS 相同 方法 激素 压制 免疫系统 同时 人 体会 脆弱 同时 这个 病毒 SARS 聪明 潜伏期 更长 患者 从 感染 发病 再 死亡 体温 始终 正常 也就是说 发热 该病 特征 症状 通过 体温 筛查 确保 完全 筛查 这 封城 原因 传播速度 目前 只 获得 空气 传播 证据 明确 是否 还有 途径 太 可怕 問過 醫生 朋友 武漢 冠狀病毒 可怕 之前 SARS 病毒 發燒 後 具有 傳染 力 疾管局 入境處 測體溫 做 檢測 這次 冠狀病毒 發燒 具有 傳染 力 潛伏期 兩週 感染者 只 需 15 分鐘 飛沫 空氣 接觸 感染 口罩 最 重要 第一道 關卡 提供 做 參考',RUMOR
'美國 親友 轉發 校友 剛剛 發 兒子 紐約 警察 總局 工作 大兒子 紐約 警察局 打來 電話 告知 資訊 情報 昨天 紐約市 新 增加 371 名 新 確診 新冠 肺炎 患者 中 大部分 人 汽車 加油站 自助 加油 手柄 時 不幸 中招 加油 手柄 經多人 反复 頻繁 使用 遺留 毒素',RUMOR
'Doctor s advice about coronavirus 醫生 新型 冠狀病毒 建議 It is pretty large in size cell is about 400 500nm diameter so any normal mask not just the N95 feature should be able to filter it out However when someone who s infected sneezes in front of you it will take a great meters about 10 feet before it drops to the ground and is no longer airborne 病毒 細胞 直徑 400 500 納米 正常 口罩 一定 N95 類型 病毒 細胞 過濾 感染者 面前 打噴嚏 病毒 細胞 橫向 距離 米 拋物線 落 地上 之後 空氣 傳播 When the virus drops on metal surface it will live for at least 12 hours So remember if you come in contact with any metal surface wash your hands with soap thoroughly 病毒 細胞 落 金屬表面 後 存活 12 小時 你觸 碰 金屬表面 請 記得 認真 肥皂 洗手液 洗手 The virus can remain active on fabric for 12 hours Normal laundry detergent should kill the virus For winter clothing that does not require daily washing you can put it out under the sun to kill the virus 病毒 布料 存活 12 小時 普通 洗衣 液 即可 殺死 病毒 衣物 無需 每天 清洗 冬天 衣服 放在 太陽 下 曬 一曬 有助於 殺死 病毒',RUMOR
'hearts 重要 消息 拒絕 再用 line 免費 電話 撥打 容易 患得 血癌 電磁波 飆達 60 000 倍 已經 醫學 證實 公佈 red apple https youtu be hFa5Y4Iipfw 証 實 確有其事 花點 錢 手機 電話 改用 微信 Wechat 緊急 事 簡訊 text 避免 身心 危害',RUMOR
'腦中風 前會 徵兆 下 一秒 天人 永隔 家人 一定 知道 腦血栓 遠 腦血栓 影響 患者 身心健康 嚴重 導致 癱瘓 腦血栓 前兆 腦血栓 又會有 症狀 家人 一眼 腦血栓 前兆 哈欠 不斷 患 缺血性 腦血栓 病者 80% 發病 前 10 天 出現 哈欠 現象 血壓 異常 血壓 突然 持續 升高 200 120mmHg 以上 時 發生 腦血栓 前兆 血壓 突然 降至 80 50mmHg 以下 時 形成 腦血栓 前兆 高血壓 病人 鼻出血 這是 值得 引起 注意 一種 危險 信號 數次 大量 鼻出血 再 眼底 出血 血尿 這種 人 半年 之內 發生 腦血栓 步態 異常 步履蹣跚 走路 腿 無力 偏癱 先兆 症狀 老年人 步態 突然 變化 並伴 肢體 麻木 無力 時 則是 發生 腦血栓 前兆 信號 突然 發生 眩暈 眩暈 腦血栓 前兆 中極 常見 症狀 發生 腦血管病 前 時段 尤 清晨 起床 時 發生 最 疲勞 洗澡 後 易 發生 特別 高血壓 患者 天 反覆 出現 次 以上 眩暈 發生 腦出血 腦梗死 危險性 增加 突然 發生 劇烈 頭痛 突然 發生 劇烈 頭痛 伴有 抽搐 發作 近期 頭部 外傷 史 伴有 昏迷 嗜睡 頭痛 性質 部位 分佈 發生 突然 變化 咳嗽 用力 加重 頭痛 疼痛 劇烈 夜間 痛醒 上述 腦血栓 前兆 情況 應 及早 醫院 進行 檢查 治療 預防 腦血栓 限制 脂肪 攝入量 腦血栓 患者 攝入 太多 脂肪 飲食 中應 減少 總 脂肪 量 還要 限制 膽固醇 每人 每日 應 保持 300 毫克 以內 控制 總 熱量 想 使 血脂 下降 控制 總 脂肪 攝入 身體 內臟 有益 適量 增加 蛋白質 脂肪 量 下降 就要 適當 增加 蛋白質 如食 魚類 豆製品 瘦肉 不宜 吃太多 每日 保持 一定 量 吃 有利於 降低 血液 膽固醇 血液 粘滯 限糖 腦血栓 患者 不宜 吃過 精 製糖 含 糖類 甜食 知道 體內 糖會 轉化 脂肪 蓄積 增加 血糖 血脂 血液 粘滯 度 恢復 過程 中 腦血栓 患者 不利 腦血栓 病人 患有 高血壓病 食鹽 上要 注意 分寸 食鹽 用量 減小 每日 保持 克 最 合適 注意 烹調 用料 不宜 食用 過多 鹽 烹調 過程 中 只能 放入 少量 鹽 烹調 味道 很淡 增加 食慾 加入適量 醋 芝麻醬 醋 調味 加速 脂 溶解 軟化 血管 芝麻醬 卻 起到 補充 鈣 作用 喝水 腦血栓 患者 飲水 特別是在 清晨 晚間 清晨 飲水 沖淡 胃腸道 晚間 飲水 稀釋 血液 防止 血栓 栓塞 增加 維生素 C 維生素 C 食物 降脂 作用 食用 維生素 C 食物 水果 蔬菜 裡面 含有 大量 維生素 C 預防 腦血栓 吃 玉米 玉米 富含 脂肪 脂肪 中 不飽和 脂肪酸 特別 亞油酸 含量 高達 60% 以上 有助於 人體 脂肪 膽固醇 正常 代謝 減少 膽固醇 血管 中 沉積 軟化 動脈血 西紅柿 維生素 含量 蘋果 梨 高 倍 還含 維生素 蘆丁 提高 機體 氧化 能力 消除 自由基 體內 垃圾 保護 血管 彈性 預防 血栓 形成 作用 蘋果 蘋果 富含 糖果 酸及 類黃酮 鉀 維生素 E C 營養成分 使 積蓄 體內 脂肪 分解 推遲 預防 動脈硬化 發作 明顯 作用 海帶 海帶 中 含有 豐富 岩藻 多糖 昆布 素 這類 物質 類似 肝素 活性 防止 血栓 降 膽固醇 脂蛋白 抑制 動脈 粥樣 硬化 作用 茶葉 含有 茶多酚 提高 機體 抗氧化 能力 降低 血脂 緩解 血液 高凝 狀態 增強 紅細胞 彈性 緩解 延緩 動脈 粥樣 硬化 飲茶 軟化 動脈血 大蒜 含 揮發性 辣素 消除 積存 血管 中 脂肪 明顯 降脂 作用 主治 高血脂症 動脈硬化 良藥 洋蔥 含有 一種 較強 血管 擴張 作用 前列腺素 舒張 血管 降低 血液 黏度 減少 血管 壓力 洋蔥 含有 烯丙基 二硫化物 含硫 氨基酸 增強 纖維蛋白 溶解 活性 具有 降血脂 抗 動脈硬化 功能 茄子 含有 維生素 P 增強 毛細血管 彈性 防治 高血壓 動脈 粥樣 硬化 一定 作用 祝 褔 朋友 健康 健康 再 健康 健康 所有 幸福 基礎 早 發現 救人一命',RUMOR
'今天 10 天 台灣 正式 進入 Covid 19 武漢 病毒 關鍵期 建議 減少 進入 公共場所 外 食用 餐時 食物 外帶 正確 方式 洗手 特別 重要 避免 戴 隱形眼鏡 吃 熱食 避開 生食 吃 蔬果 保持 腸胃 順暢 喝 溫水 穿過 衣服 外套 長褲 回家 先吊 戶外 小時 暫停 戴 首飾 少穿 毛絨 外衣 10 接觸 錢幣 一定 洗手 剛拿 錢幣 先 單獨 放在 塑膠袋 中 一天 後 11 使用 電話筒 電話筒 消毒 12 避開 巔峰 時間 乘車 13 適當 運動 14 暫停 進入 健身房 轉貼自 醫師 全 聯會',RUMOR
'台灣 品牌 牛奶 銘傳 大學 檢驗 抗生素 塑化劑 雌激素 鎮定劑 喝牛奶 喝 四種 牛奶 不該 東西 喝 下 肚子 小孩子 小得 癌症 😢 大人 癌症 越來越 😢 原因 😢',RUMOR
'台灣 用量 最高 除草劑 年 年 春嘉磷塞 證實 確有 致癌 風險 且會 影響 血液 肝臟 腎臟 生殖系統 功能 這份 報告 四年 前 完成 孟山都 施壓 塵封 近日 上萬名 非 何杰金 氏 淋巴癌 罹癌 患者 控告 孟山都 終被 法庭 要求 公開 台灣 非 何杰金 氏 淋巴癌 死亡率 已 列名 十大 2016 年 1171 人 死因 是非 何杰金 氏 淋巴 腫瘤 美國 年 年 春 黑洞 露出 一道 曙光 台灣 嘉 磷塞 真相 還在 最深 最暗 角落 裡 https www newsmarket com tw blog 118909',RUMOR
'Pink Cellphone Tablet Pink Cellphone Tablet Pink Cellphone Tablet Pink Cellphone 世界衛生組織 已 手機 正式 列為 2B 致癌物 請 正確 使用 手機 Cony happy 對抗 手機 電磁波 大招 拜託 重要 一定 完 喔 https m youtube com watch v 642NUDou2r0 feature youtu be',RUMOR
'記住 新名詞 氣溶膠 現 第五版 新冠 診治 方案 傳染源 原來 空氣 傳播 取消 定為 飛沫 氣溶膠 接觸 關健 在於 氣溶膠 布朗運動 特性 長時間 漂浮 空中 流行病學 意義 在於 易 感染者 未 患病者 見面 情況 下 吸入 懸浮 空氣 中 含有 病毒 氣溶膠 微粒 感染 這也 解釋 公園 無人 空氣 好 理由 空氣 雖好 疫情 未控 傳染源 還在 空氣 中 氣溶膠 長時間 漂浮 出門 戴 口罩 宅 在家 裡最 安全 記住 新名詞 氣溶膠 傳播 飄逸 距離 更遠',RUMOR
'朋友 转发 校友 刚刚 发 儿子 纽约 警察 总局 工作 刚才 大儿子 从 紐约 警察局 来 电话 告知 据 他们 资讯 情报 昨天 纽约市 新 增加 371 名新 确诊 新冠 肺炎 患者 中 大部分 人 汽车 加油站 自助 加油 手柄 时 不幸 中招 加油 手柄 经多人 反复 频繁 使用 遺留 毒素',RUMOR
'😷 血 教训 😷 😱 这次 病毒 厉害 😱 看看 这 几位 逝者 知道 😭 李文亮 医生 34 岁 医疗 最有 条件 从 感染 去世 28 天 😭 红凌 生物学 博士 教授 53 岁 最 懂 病毒 人 有钱 资源 从 确诊 去世 13 天 😭 杨晓波 前 黄石市 市长 长江 财险 董事长 57 岁 政府 资源 有钱 从 确诊 去世 天 😭 常凯 湖北 电影 导演 55 岁 父母 协和医院 退休 教授 医院 关系 有人 脉 资源 父母 姐姐 从 发病 去世 个人 没超 12 天 😭 刘智明 武汉市 武昌 医院院长 51 岁 有钱 现成 最好 医疗 条件 从 感染 去世 26 天 👫 👫 一个 平民 老百姓 凭 重视 家里 还 呆 不住 好好 想想 该 怎么 做 生命 代价 换来 血 教训 覚 醒 唯一 出路 亲朋好友 们 好好 在家 呆 着 继续 闭关 修身养性 请 特别 关注 钟南山 下面 这段话 再 ﻿ 次 ﻿ ﻿ 強調 ﻿ ﻿ 出門 端午節 月 25 日 過後 再 疫情 ﻿ 控制 情況 ﻿ 警告 ﻿ 染 ﻿ ﻿ 治癒 後遺症 拖累 ﻿ 後半生 ﻿ ﻿ 這場 ﻿ 瘟疫 17 年前 非典 嚴重 ﻿ ﻿ ﻿ 藥副 ﻿ 作用 更大 ﻿ 果出 ﻿ 特 ﻿ ﻿ 效藥 ﻿ 只能 保命 僅此而已 ﻿ 門前 想 ﻿ 想 你家 ﻿ 人 ﻿ ﻿ 連累 家人 ﻿ ﻿ 出門 出門 ﻿ 一起 ﻿ 轉發 ﻿ ﻿ 這是 ﻿ 一場 戰役 兒戲 ﻿ 收起 盲目 ﻿ 自信 僥倖心理 收起 事不關己 高 ﻿ 高掛 態度 ﻿ 場 戰役 中 局 ﻿ 外人 ﻿ 在家 在家 在家 ⁠ ﻿ ⁠ ﻿ ⁠ ﻿ ﻿ 鐘 ﻿ 南 ﻿ 山',RUMOR
'武漢 肺炎 可怕 千萬別 害怕 美國 流感 至今 已 造成 1300 萬人 感染 12 萬人 住院 6600 人 死亡 武漢 肺炎 可怕 至今 尚 不見 媒體 告訴 國人 往返 美國 需要 注意 政府 親美仇 中 媒體 操作 只會 害死 國人 請 大力 轉傳',RUMOR
'武漢 肺炎 可怕 千萬別 害怕 美國 流感 至今 已 造成 1300 萬人 感染 12 萬人 住院 6600 人 死亡 武漢 肺炎 可怕 至今 尚 不見 媒體 告訴 國人 往返 美國 需要 注意 政府 親美仇 中 媒體 操作 只會 害死 國人 請 大力 轉傳',RUMOR
